id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_756,"Batería Recargable BAT-4VR","Batería Recargable 
Marca: Rhino 
Modelo: BAT-4VR 
Batería recargable de plomo ácido 4 V / 4 Ah.",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAT-4VR.jpg,https://servicombasculas.com.mx/tienda/bateria-recargable-bat-4vr/,"Refacciones","Básculas Digitales",250MXN,in stock,wc_post_id_756,https://servicombasculas.com.mx/carrito/?add-to-cart=756,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250MXN,new,published,,
wc_post_id_752,"Eliminador de Batería EBAT-120","Eliminador de Batería 
Marca: Rhino 
Modelo: EBAT-120 
120 Vca 60 Hz Salida 9 Vcc, 500 mA 4.5 W. 
 
Eliminador comercial",https://servicombasculas.com.mx/wp-content/uploads/2020/07/EBAT-120.jpg,https://servicombasculas.com.mx/tienda/eliminador-de-bateria-ebat-120/,"Refacciones","Básculas Digitales",320MXN,in stock,wc_post_id_752,https://servicombasculas.com.mx/carrito/?add-to-cart=752,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,320MXN,new,published,,
wc_post_id_750,"Eliminador de Batería ADAPTA-01","Eliminador de Batería 
Marca: Rhino 
Modelo: ADAPTA-01 
100-240 Vca 50/60 Hz 150 mA Salida 6 Vcc, 500 mA. 
 
Compatible con modelos: BAR-7, BAR-8, BAR-8RS, BAR-8T, BAR-9, BAR-10, BAPRE-3, BAPO-10, BARAG-40, I-PEP, I-PES, I-SEP, I-PCA, BAPCA-100, BAPCA-200 y BAPCA-500",https://servicombasculas.com.mx/wp-content/uploads/2020/07/ADAPTA-01.jpg,https://servicombasculas.com.mx/tienda/eliminador-de-bateria-adapta-01/,"Refacciones","Básculas Digitales",250MXN,in stock,wc_post_id_750,https://servicombasculas.com.mx/carrito/?add-to-cart=750,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250MXN,new,published,,
wc_post_id_748,"Báscula de Plataforma a prueba de agua de 200 kg BAPAG-200","Báscula de Plataforma a prueba de agua de 200 kg 
Marca: Rhino 
Modelo: BAPAG-200 
Diseñada para lugares de trabajo expuestos al contacto directo con agua y ambientes húmedos, fabricada 100% en acero inoxidable. 
 
  Grado de protección: IP64 en plataforma e IP65 en indicador (I-PAG). 
  Indicador fabricado en acero inoxidable. 
  Puerto serial RS-232 (con indicador I-PAG). 
 
Capacidad: 200 kilogramos 
 
Precisión: 20 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 40 x 50 cm 
 
Entrada de corriente: 120 V ~ 60 Hz 
 
Adaptador de ca / cc: 10 Vcc / 600 mA 
 
Batería recargable: 7.2 Vcc 1200 mA 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAPAG-200.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-a-prueba-de-agua-de-200-kog-bapag-200/,"Básculas de Plataforma","Básculas Digitales",15000MXN,in stock,wc_post_id_748,https://servicombasculas.com.mx/carrito/?add-to-cart=748,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15000MXN,new,published,,
wc_post_id_746,"Báscula de Plataforma de 1 tonelada PLABA-9","Báscula de Plataforma de 1 tonelada 
Marca: Rhino 
Modelo: Plaba-9 
Ideales para recibo de mercancía en almacenes. Pueden usarse en piso o fosa. 
 
  Celdas de carga fabricadas en acero. 
  Caja de sumas resistente al agua (IP64). 
  Superficie diamante antiderrapante. 
 
Capacidad: 1 tonelada 
 
Precisión: 200 gramos 
 
Material: Acero al carbono 
 
Altura: 11 cm 
 
Clase: Media lll",https://servicombasculas.com.mx/wp-content/uploads/2020/07/PLABA-9.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-de-1-tonelada-plaba-9/,"Básculas de Plataforma","Básculas Digitales",13000MXN,in stock,wc_post_id_746,https://servicombasculas.com.mx/carrito/?add-to-cart=746,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,13000MXN,new,published,,
wc_post_id_741,"Báscula de Plataforma de 200 kg BAVET-200","Báscula de Plataforma de 200 kg 
Marca: Rhino 
Modelo: BAVET-200 
Ideal para uso veterinario por su plataforma rectangular y diseño con 4 celdas de carga. 
 
  Fabricada en acero inoxidable. 
  Pesa en: kilos y libras. 
 
Capacidad: 200 kilogramos 
 
Precisión: 100 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 60 x 90 cm 
 
Entrada de corriente:  110-115 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 4 Ah 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAVET-200.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-de-200-kg-bavet-200/,"Básculas de Plataforma","Básculas Digitales",8200MXN,in stock,wc_post_id_741,https://servicombasculas.com.mx/carrito/?add-to-cart=741,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAVET-200-PR.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8200MXN,new,published,,
wc_post_id_738,"Báscula de Plataforma plegable de 500 kg BAPCA-500","Báscula de Plataforma plegable de 500 kg 
Marca: Rhino 
Modelo: BAPCA-500 
Excelente herramienta para el comercio gracias a su doble pantalla (usuario y cliente) que muestra peso, precio e importe. 
 
  Indicador de acero inoxidable. 
  Fácil transportación gracias a su diseño plegable portátil. 
  Función de cálculo de cambio. 
  Plataforma de acero al carbono con superficie diamante antiderrapante. 
 
Capacidad: 500 kilogramos 
 
Precisión: 50 gramos 
 
Material del plato: Acero al carbono 
 
Medidas del plato: 50 x 60 cm 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 500 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAPCA-500.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-plegable-de-500-kg-bapca-500/,"Básculas de Plataforma","Básculas Digitales",5000MXN,in stock,wc_post_id_738,https://servicombasculas.com.mx/carrito/?add-to-cart=738,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200-PL.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5000MXN,new,published,,
wc_post_id_735,"Báscula de Plataforma plegable de 200 kg BAPCA-200","Báscula de Plataforma plegable de 200 kg 
Marca: Rhino 
Modelo: BAPCA-200 
Excelente herramienta para el comercio gracias a su doble pantalla (usuario y cliente) que muestra peso, precio e importe. 
 
  Indicador de acero inoxidable. 
  Fácil transportación gracias a su diseño plegable portátil. 
  Función de cálculo de cambio. 
  Plataforma de acero al carbono con superficie diamante antiderrapante. 
 
Capacidad: 200 kilogramos 
 
Precisión: 20 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 40 x 50 cm 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 500 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAPCA-200.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-plegable-de-200-kg-bapca-200/,"Básculas de Plataforma","Básculas Digitales",3900MXN,in stock,wc_post_id_735,https://servicombasculas.com.mx/carrito/?add-to-cart=735,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200-PL.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3900MXN,new,published,,
wc_post_id_728,"Báscula de Plataforma plegable de 600 kg BP-600","Báscula de Plataforma plegable de 600 kg 
Marca: Rhino 
Modelo: BP-600 
Ideal para la industria alimentaria por su plataforma de acero inoxidable. La herramienta perfecta para el recibo de mercancía. 
 
  Fácil transportación gracias a su diseño plegable portátil. 
  Barandal de protección. 
  Plato de gran capacidad. 
  Soportes ajustables. 
 
Capacidad: 600 kilogramos 
 
Precisión: 100 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 60 x 80 cm 
 
Memorias de acceso directo: 4 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 600 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-600.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-plegable-de-600-kg-bp-600/,"Básculas de Plataforma","Básculas Digitales",7500MXN,in stock,wc_post_id_728,https://servicombasculas.com.mx/carrito/?add-to-cart=728,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200-PL.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7500MXN,new,published,,
wc_post_id_725,"Báscula de Plataforma plegable de 200 kg BP-200","Báscula de Plataforma plegable de 200 kg 
Marca: Rhino 
Modelo: BP-200 
Ideal para la industria alimentaria por su plataforma de acero inoxidable. Doble utilidad: para despacho o recibo de mercancía gracias a su indicador “peso, precio e importe”. 
 
  Fácil transportación gracias a su diseño plegable portátil. 
  Barandal de protección. 
  Plato de gran capacidad. 
  Soportes ajustables. 
 
Capacidad: 200 kilogramos 
 
Precisión: 20 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas de plato: 40 x 50 cm 
 
Memorias de acceso directo: 4 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 600 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-plegable-de-200-kg-bp-200/,"Básculas de Plataforma","Básculas Digitales",4300MXN,in stock,wc_post_id_725,https://servicombasculas.com.mx/carrito/?add-to-cart=725,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200-PL.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4300MXN,new,published,,
wc_post_id_722,"Báscula de Plataforma plegable de 80 kg Bp-80","Báscula de Plataforma plegable de 80 kg 
Marca: Rhino 
Modelo: BP-80 
Excelente herramienta para el comercio de medio mayoreo, ya que está diseñada para poder usarse en el mostrador. 
 
  Fácil transportación gracias a su diseño plegable portátil. 
  Barandal de protección. 
  Plataforma de acero inoxdidable. 
  Indicador con pantallas para usuario / cliente. 
 
Capacidad: 80 kilogramos 
 
Precisión: 10 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 30 x 40 cm 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 500 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-80.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-80-kg-bp-80/,"Básculas de Plataforma","Básculas Digitales",3165MXN,in stock,wc_post_id_722,https://servicombasculas.com.mx/carrito/?add-to-cart=722,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BP-200-PL.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3165MXN,new,published,,
wc_post_id_719,"Báscula de Baño para bebés de 25 kg BABE-25","Báscula de Baño para bebés de 25 kg 
Marca: Rhino 
Modelo: BABE-25 
Ideal para consultorios o en el hogar. Portátil y ligera. Diseño ergonómico en forma de cuna. 
 
  Pesa en: kilogramos y libras. 
  Funciona con 4 baterías AAA (incluidas). 
 
Capacidad: 25 kilogramos 
 
Precisión: 10 gramos 
 
Material: Plástico 
 
Medidas de la superficie: 57 x 34 cm 
 
Alimentación: 6 Vcc (4 baterías AAA, 1.5 Vcc) 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BABE-25.jpg,https://servicombasculas.com.mx/tienda/bascula-de-bano-para-bebes-de-25-kg-babe-25/,"Básculas de Baño","Básculas Digitales",1110MXN,in stock,wc_post_id_719,https://servicombasculas.com.mx/carrito/?add-to-cart=719,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1110MXN,new,published,,
wc_post_id_716,"Báscula de baño 180 kg BABAIN-180","Báscula de Baño 180 kg 
Marca: Rhino 
Modelo: BABAIN-180 
Además de pesar, mide el porcentaje de grasa, músculo, hidratación y masa ósea corporal. 
 
  App disponible para sistemas iOS y Android. 
  Encendido y apagado automático. 
  Pesa en: kilogramos y libras. 
 
Capacidad: 180 kilogramos 
 
Precisión: 10 gramos 
 
Material del plato: cristal templado / plástico 
 
Medidas del plato: 26 x 26 cm 
 
Alimentación: 3 Vcc (2 baterías AAA, 1.5 Vcc) 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BABAIN-180-BL.jpg,https://servicombasculas.com.mx/tienda/bascula-de-bano-180-kg-babain-180/,"Básculas de Baño","Básculas Digitales",700MXN,in stock,wc_post_id_716,https://servicombasculas.com.mx/carrito/?add-to-cart=716,"https://servicombasculas.com.mx/wp-content/uploads/2020/07/BABAIN-180-NG.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,700MXN,new,published,,
wc_post_id_714,"Báscula para Cocina de 3 kg BACI-3","Báscula para Cocina de 3 kg BACI-3 
Marca: Rhino 
Modelo: BACI-3 
Además de pesar, calcula volumen en mililitros, onzas líquidas y tazas (de leche, agua, harina y aceite). 
 
  Pesa en: gramos, libras y onzas. 
  Funciona con 2 baterías AAA de 1.5 Vcc (incluidas). 
 
Capacidad: 3 kilogramos 
 
Precisión: 1 gramos 
 
Material del plato: Plástico 
 
Diámetro del plato: 15 cm 
 
Alimentación: 3 Vcc (2 baterías AAA 1.5 Vcc) 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BACI-3.jpg,https://servicombasculas.com.mx/tienda/bascula-para-cocina-de-3-kg-baci-3/,"Básculas de Cocina, Básculas Grameras","Básculas Digitales",470MXN,in stock,wc_post_id_714,https://servicombasculas.com.mx/carrito/?add-to-cart=714,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,470MXN,new,published,,
wc_post_id_708,"Báscula para Cocina 5 kg BAREC-5","Báscula digital para Cocina 5 kg 
Marca: Rhino 
Modelo: BAREC-5 
 
  Pesa en: gramos, libras y onzas. 
  Encendido automático. 
  Funciona con 1 batería CR2032 3 Vcc (incluida). 
 
Capacidad: 5 kilogramos 
 
Precisión: 1 gramo 
 
Superficie: Plástico. 
 
Medidas de la superficie: 15.5 x 20.5 cm 
 
Alimentación: 3 Vcc (1 batería CR2032). 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BAREC-5.jpg,https://servicombasculas.com.mx/tienda/bascula-para-cocina-5-kg-barec-5/,"Básculas de Cocina, Básculas Grameras","Básculas Digitales",460MXN,out of stock,wc_post_id_708,https://servicombasculas.com.mx/carrito/?add-to-cart=708,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,460MXN,new,published,,
wc_post_id_706,"Báscula de Tazón para Cocina 5 kg BACITA-5","Báscula de Tazón para Cocina 5 kg 
Marca: Rhino 
Modelo: BACITA-5 
Ideal para la elaboración de platillos. Además de pesar, calcula volumen en mililitros, onzas líquidas y tazas (de leche, agua, harina y aceite). 
 
  Tazón desmontable transparente. 
  Pesa en: gramos, libras y onzas. 
  Funciona con 2 baterías AAA (incluidas). 
 
Capacidad: 5 kilogramos 
 
Precisión: 1 gramo 
 
Material del tazón: Plástico 
 
Diámetro del tazón: 22 cm 
 
Alimentación: 3 Vcc (2 baterías AAA 1.5 Vcc) 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2020/07/BACITA-5.jpg,https://servicombasculas.com.mx/tienda/bascula-de-tazon-para-cocina-5-kg-bacita-5/,"Básculas de Cocina","Básculas Digitales",520MXN,in stock,wc_post_id_706,https://servicombasculas.com.mx/carrito/?add-to-cart=706,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,520MXN,new,published,,
wc_post_id_682,"Báscula de mostrador de 30 kg Vinson","Báscula digital de 30 kg 
Marca: Vinson 
Modelo: Vins-30 
Ideal para negocios que requieren comenzar con una pequeña inversión. 
 
  Pantallas peso, precio y total. 
  Incluye mica transparente que protege la báscula contra líquidos, harina y polvo. 
  Función de conteo de piezas. 
 
  
 
Capacidad: 30 kilogramos 
 
Precisión: 5 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 27.5 x 21.5 cm 
 
Memorias de acceso directo: 4 
 
Entrada de corriente: 90-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 500 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media lll",https://servicombasculas.com.mx/wp-content/uploads/2020/06/VINSON-30.jpg,https://servicombasculas.com.mx/tienda/bascula-de-mostrador-de-30-kg-vinson/,"Básculas de Mostrador","Básculas Digitales",950MXN,in stock,wc_post_id_682,https://servicombasculas.com.mx/carrito/?add-to-cart=682,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,950MXN,new,published,,
wc_post_id_655,"Báscula multifunciones de 20 kilogramos BAR-6","Marca: Rhino 
Modelo: BAR-6 
Diseño compacto deal para negocios con espacio reducido en mostrador, precisión de 2 gramos. 
 
  Funciona con batería recargable 3.7 V 1500 mAh. 
  Pesa en: kilogramos y libras. 
  Función de conteo de piezas. 
  Función de cálculo de cambio. 
  Pantallas de peso, precio y total. 
  Pantallas posteriores. 
  Plato con perfiles angulados. 
 
Capacidad: 20 kilogramos 
 
Precisión: 2 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 28 x 20 cm 
 
Entrada de corriente: 100-240 Vca  50/60 Hz 
 
Adaptador de ca ­/ cc: 4.2 V  500 mA 
 
Batería recargable: 3.7 V 1500 mAh 
 
Clase: Media lll",https://servicombasculas.com.mx/wp-content/uploads/2020/06/BAR-6.jpg,https://servicombasculas.com.mx/tienda/bascula-multifunciones-de-20-kilogramos-bar-6/,"Básculas Contadoras, Básculas de Mostrador","Básculas Digitales",980MXN,in stock,wc_post_id_655,https://servicombasculas.com.mx/carrito/?add-to-cart=655,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,980MXN,new,published,,
wc_post_id_356,"Báscula Gramera de 3 kg BAPRE-3","Báscula Digital Gramera de 3 kg 
Marca: Rhino 
 
Modelo: BAPRE-3 
 
Precisión de 0.2 gramos, diseño compacto. 
 
  Funciona con 2 baterías AAA de 1.5 Vcc (incluidas). 
  Pesa en: gramos, libras y onzas 
  Función de cálculo de porciones 
  Función de TARA 
  Función de conteo de piezas 
 
Capacidad: 3 kilogramos 
 
Precisión: 0.2 gramos 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 15.5 x 15.15 cm 
 
Alimentación: 2 baterías AAA 1.5 Vcc 
 
Clase: Fina II",https://servicombasculas.com.mx/wp-content/uploads/2019/01/BAPRE-3.jpg,https://servicombasculas.com.mx/tienda/bascula-gramera-de-3-kg-bapre-3/,"Básculas de Cocina, Básculas Grameras","Básculas Digitales",880MXN,in stock,wc_post_id_356,https://servicombasculas.com.mx/carrito/?add-to-cart=356,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,880MXN,new,published,,
wc_post_id_352,"Báscula Contadora 30 kg BACO-30","Báscula Contadora de piezas de 30 kg 
Marca: Rhino 
 
Modelo: BACO-30 
 
La solución perfecta para despacho o conteo de inventarios. Ideal para peleterías, ferreterías, mercerías, tornillerías, etc. 
 
  Pantallas de peso, precio y total 
  Programación de muestra por teclado 
  Conexión a PC o impresora (RS-232) 
  Pesa en: kilogramos, gramos y libras 
  Alarma de máximos 
  Función de TARA por teclado 
  Incluye mica transparente que protege la báscula contra líquidos y polvo. 
 
Capacidad:30 kilogramos 
 
Precisión: 1 gramo 
 
Material del plato: Acero inoxidable 
 
Medidas del plato: 28.5 x 24 cm 
 
Entrada de corriente: 110 Vca 60 Hz 
 
Batería recargable: 4 Vcc 
 
Clase: Fina II",https://servicombasculas.com.mx/wp-content/uploads/2019/01/baco-30.jpg,https://servicombasculas.com.mx/tienda/bascula-contadora-30-kg-baco-30/,"Básculas Contadoras","Básculas Digitales",2950MXN,in stock,wc_post_id_352,https://servicombasculas.com.mx/carrito/?add-to-cart=352,"https://servicombasculas.com.mx/wp-content/uploads/2019/01/conecta.jpg,https://servicombasculas.com.mx/wp-content/uploads/2019/01/baco-30-s.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2950MXN,new,published,,
wc_post_id_345,"Báscula de Plataforma 3 toneladas PLABA-12","Báscula de Plataforma de 3 toneladas 
Superficie de 120 x 120 cm 
Marca: Rhino 
 
Modelo: PLABA-12 
 
Ideales para recibo de mercancía en almacenes. Pueden usarse en piso o fosa. Puede venderse con indicador alámbrico modelo I-QY o indicador inalámbrico I-QYW 
 
  
 
  Caja de conexiones resistente al agua (IP64) 
  Superficie diamante antiderrapante 
  Celdas de carga fabricadas en acero 
  Pintura horneada de alta resistencia a impactos 
 
  
 
Capacidad: 1 a 3 toneladas 
 
Precisión: 200 y 500 gramos 
 
Material: Acero al carbón 
 
Medidas de plataforma: 120 x 120 cm 
 
Altura: 11 cm 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/PLABA-12-1.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-3-toneladas-plaba-12/,"Básculas de Plataforma","Básculas Digitales",16000MXN,in stock,wc_post_id_345,https://servicombasculas.com.mx/carrito/?add-to-cart=345,"https://servicombasculas.com.mx/wp-content/uploads/2019/01/plaba12-prod2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16000MXN,new,published,,
wc_post_id_341,"Báscula de Baño 180 kg BABA-180","Báscula de baño digital de 180 kilogramos 
Marca: Rhino 
 
Modelo: BABA-180 
 
Báscula de baño con precisión digital para pesaje corporal en el hogar. 
 
Fabricada en cristal templado de 6 mm de espesor. 
 
  Diseño ligero y fácil de transportar 
  Encendido y apagado automático 
  Pesa en: kilogramos y libras 
  Funciona con 2 baterías AAA 
  Encendido y apagado automático 
 
Capacidad: 180 kilogramos 
 
Precisión: 100 gramos 
 
Material del plato: Cristal templado 
 
Medidas del plato: 30 x 30 cm 
 
Alimentación: 2 baterías AAA 1.5 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/BABA-180.jpg,https://servicombasculas.com.mx/tienda/bascula-de-bano-180-kg-baba-180/,"Básculas de Baño","Básculas Digitales",550MXN,out of stock,wc_post_id_341,https://servicombasculas.com.mx/carrito/?add-to-cart=341,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550MXN,new,published,,
wc_post_id_335,"Báscula Colgante de 300 kg BAC-300","Báscula de Gancho de 300 kg 
Marca: Rhino 
 
Modelo: BAC-300 
 
Ideal para carnicerías, rastros, etc. Gran capacidad de pesaje en una estructura compacta (750g), números de 2.4 cm. 
 
  Máxima durabilidad, construida en acero 
  Función HOLD que congela la medición 
  Ideal para canales en cámaras de refrigeración 
 
Capacidad: 300 kilogramos 
 
Precisión: 100 gramos 
 
Material carcasa: Acero 
 
Material ganchos: Acero 
 
Entrada de corriente: 3 baterías AA 1.5 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/bac-300-prod.jpg,https://servicombasculas.com.mx/tienda/bascula-colgante-de-300-kg-bac-300/,"Básculas Colgantes","Básculas Digitales",2950MXN,in stock,wc_post_id_335,https://servicombasculas.com.mx/carrito/?add-to-cart=335,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2950MXN,new,published,,
wc_post_id_330,"Báscula de plataforma 100 kg BAPCA-100","Báscula de plataforma de 100 kg 
 
Marca: Rhino 
 
Modelo: BAPCA-100 
 
Excelente herramienta para el comercio gracias a su doble pantalla (usuario y cliente) que muestra peso, precio e importe. 
 
  Indicador de acero inoxidable 
  Fácil transportación gracias a su diseño plegable portátil 
  Función de cálculo de cambio 
  Plataforma de acero al carbono con superficie diamante anti-derrapante 
  Sistema plegable 
  Útil para despachar y recibir mercancía 
  Pantalla para cliente 
  Batería recargable de 100 horas 
 
Capacidad: 100 kilogramos 
 
Precisión: 10 gramos 
 
Material del plato: Acero al carbón 
 
Medidas del plato: 32 x 42 cm 
 
Entrada de corriente: 100-240 Vca 50/60 Hz 
 
Adaptador de ca / cc: 6 Vcc 500 mA 
 
Batería recargable: 4 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/bapca-100-prod.jpg,https://servicombasculas.com.mx/tienda/bascula-de-plataforma-100-kg-bapca-100/,"Básculas de Plataforma","Básculas Digitales",3250MXN,in stock,wc_post_id_330,https://servicombasculas.com.mx/carrito/?add-to-cart=330,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3250MXN,new,published,,
wc_post_id_319,"Báscula de Tazón para Cocina 5 kg BATA-5","Báscula de Tazón para Cocina de 5 kg 
Marca: Rhino 
 
Modelo: BATA-5 
 
Ideal para la elaboración de platillos. Además de pesar, calcula volumen en mililitros, onzas líquidas y tazas (de leche, agua, harina y aceite). 
 
  
 
  Tazón de acero inoxidable de 1.5 litros de capacidad 
  Pesa en: gramos, libras y onzas 
  Totalmente portátil, funciona con 2 baterías AAA (incluidas) 
  Tazón con graduación 
  Tazón desmontable 
 
  
 
Capacidad: 5 kilogramos 
 
Precisión: 1 gramo 
 
Material del plato: Acero inoxidable 
 
Diámetro de tazón: 21 cm 
 
Altura de tazón: 9.5 cm 
 
Alimentación: 2 baterías AAA 1.5 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/bascula-electronica-de-tazon-.jpg,https://servicombasculas.com.mx/tienda/bascula-de-tazon-para-cocina-5-kg-bata-5/,"Básculas de Cocina","Básculas Digitales",750MXN,in stock,wc_post_id_319,https://servicombasculas.com.mx/carrito/?add-to-cart=319,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_316,"Báscula para Cocina 5 kg BACI-5","Báscula digital para Cocina de 5 kg 
 
Marca: Rhino 
 
Modelo: BACI-5 
 
Precisión de 1 gramo, diseño compacto, ideal para uso en cocinas. 
 
  
 
  Calcula volumen en: mililitros y onzas (para medir agua y leche) 
  Pesa en: gramos, libras y onzas 
  Funciona con 2 baterías AAA de 1.5 Vcc (incluidas) 
 
  
 
Capacidad: 5 kilogramos 
 
Precisión: 1 gramo 
 
Material del plato: Plástico 
 
Diámetro del plato: 17 cm 
 
Alimentación: 2 baterías AAA 1.5 Vcc 
 
Clase: Media III",https://servicombasculas.com.mx/wp-content/uploads/2019/01/baci-5-2.jpg,https://servicombasculas.com.mx/tienda/bascula-para-cocina-5-kg-baci-5/,"Básculas de Cocina, Básculas Grameras","Básculas Digitales",550MXN,in stock,wc_post_id_316,https://servicombasculas.com.mx/carrito/?add-to-cart=316,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550MXN,new,published,,
